"","seqnames","start","end","width","strand","Conc","Conc_V2084D.shEV","Conc_WT.shEV","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"375","chr9",98119037,98119437,401,"*",4.35694589021922,3.31908624007759,4.95431066410744,-1.66470748852859,1.28986397607723e-05,0.000637834344800972,"Promoter (<=1kb)",9,98069275,98119210,49936,2,"9830","ENST00000375098.7",0,"ENSG00000106785","TRIM14","tripartite motif containing 14","ENST00000343933.9;ENST00000375077.5;ENST00000375098.7;ENST00000341469.7;ENST00000342043.3;ENST00000475147.1;ENST00000478401.1","7464;7464;9830;9830;9830;9830;9830","53447;0;0;0;0;0;0"
"5","chr13",20902461,20902861,401,"*",4.37529638398911,2.70142757462249,5.12940418952322,-2.44943651558795,3.38532836669232e-09,1.26442014495958e-05,"Promoter (<=1kb)",13,20777329,20902746,125418,2,"64328","ENST00000255305.11",0,"ENSG00000132953","XPO4","exportin 4","ENST00000255305.11;ENST00000490513.1;ENST00000465018.1","64328;64328;64328","0;0;0"
"462","chr19",18323074,18323474,401,"*",4.7524087838689,3.85237890845093,5.30244688823648,-1.4829494365842,1.89870198814016e-05,0.000765837141004699,"Promoter (<=1kb)",19,18306236,18323076,16841,2,"25804","ENST00000593829.6",0,"ENSG00000130520","LSM4","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated","ENST00000593829.6;ENST00000252816.10;ENST00000600289.6;ENST00000594828.7;ENST00000593564.2","25804;25804;25804;25804;25804","0;-3;-14;0;0"
"7476","chr6",134673525,134673925,401,"*",3.90753164765009,3.39274329088142,4.28615912588596,-0.926175105341867,0.0200869308982868,0.0501636045099634,"Promoter (<=1kb)",6,134520163,134673960,153798,2,"101928304","ENST00000650393.1",35,"ENSG00000232310","LINC03002","long intergenic non-protein coding RNA 3002","ENST00000650393.1;ENST00000655921.2;ENST00000665479.1;ENST00000702656.1;ENST00000661776.1","101928304;101928304;101928304;101928304;101928304","0;0;0;0;0"
"11807","chr15_KI270850v1_alt",121400,121800,401,"*",3.04406183918814,2.58331144840189,3.39273818580459,-0.838219777853159,0.10971975967804,0.173469057906147,"Promoter (1-2kb)",333,113267,122964,9698,2,"100505679","ENST00000610645.1",1164,"ENSG00000259511","UBE2Q2P16","UBE2Q2 pseudogene 16","ENST00000610645.1","100505679","0"
"1158","chr16",1705770,1706170,401,"*",4.86904844582311,4.16362591079915,5.34074280226509,-1.2117956415811,0.00013936716913421,0.00224562716443604,"Promoter (<=1kb)",16,1706166,1752983,46818,1,"23162","ENST00000685674.1",0,"ENSG00000138834","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3","ENST00000685674.1;ENST00000250894.8;ENST00000673691.1;ENST00000356010.9;ENST00000610761.2;ENST00000564098.5;ENST00000685565.1;ENST00000561765.1;ENST00000562684.5;ENST00000248098.8;ENST00000562569.1","23162;23162;23162;23162;23162;23162;23162;23162;90861;90861;90861","0;0;0;0;0;-71;-170;-209;0;0;20270"
"814","chr2",68045385,68045785,401,"*",3.55549354083036,2.17270115454543,4.24838860533237,-2.09095362600953,5.92412555889537e-05,0.00135746067254443,"Promoter (<=1kb)",2,68042714,68046568,3855,2,"10438","ENST00000479484.1",783,"ENSG00000197223","C1D","C1D nuclear receptor corepressor","ENST00000355848.7;ENST00000410067.8;ENST00000407324.5;ENST00000409302.1;ENST00000479484.1;ENST00000485709.1;ENST00000470189.2","10438;10438;10438;10438;10438;10438;105374789","0;0;0;0;0;0;0"
"9419","chr1",8525899,8526299,401,"*",3.42574050461405,2.90479948833806,3.80766936027053,-0.933056821768017,0.0456582326168411,0.0904897511203124,"Promoter (<=1kb)",1,8352406,8525939,173534,2,"473","ENST00000377464.5",0,"ENSG00000142599","RERE","arginine-glutamic acid dipeptide repeats","ENST00000337907.7;ENST00000400908.7;ENST00000377464.5;ENST00000400907.6;ENST00000656437.1;ENST00000464972.5;ENST00000659924.1;ENST00000480342.5;ENST00000507012.1","473;473;473;473;473;473;473;473;473","0;0;0;0;0;0;0;0;0"
"6910","chr19",37469139,37469539,401,"*",4.28507483478323,3.80760925236087,4.64320294315872,-0.870147129464342,0.0154716053407857,0.0417969048786463,"Promoter (<=1kb)",19,37411170,37469270,58101,2,"148266","ENST00000448051.7",0,"ENSG00000196437","ZNF569","zinc finger protein 569","ENST00000392149.6;ENST00000316950.11;ENST00000448051.7;ENST00000592490.5;ENST00000591710.5;ENST00000591073.1;ENST00000587363.1;ENST00000586475.5;ENST00000591380.1;ENST00000588644.5;ENST00000330173.6;ENST00000590664.5;ENST00000589725.1","148266;148266;148266;148266;148266;148266;148268;148268;148268;148268;148268;148268;148268","0;0;0;0;0;0;0;0;0;0;0;0;-32"
"674","chr3",188947785,188948185,401,"*",3.9540482539551,2.80501282176226,4.58545374572756,-1.805225718844,3.8909188069704e-05,0.00107648753659514,"Promoter (<=1kb)",3,188941196,188947679,6484,2,"100874043","ENST00000444488.2",-106,NA,"TPRG1-AS1","TPRG1 antisense RNA 1","ENST00000444488.2;ENST00000433971.5","100874043;285386","-106;0"
"399","chr1",210232328,210232728,401,"*",4.34025115926224,3.324563621176,4.93040515970953,-1.63540107896205,1.44221130553827e-05,0.000672101838577957,"Promoter (<=1kb)",1,210232796,210246255,13460,1,"56256","ENST00000367012.4",-68,"ENSG00000082497","SERTAD4","SERTA domain containing 4","ENST00000367012.4;ENST00000490620.5;ENST00000475406.5;ENST00000703020.1;ENST00000437764.5;ENST00000480052.1","56256;56256;574036;574036;574036;574036","0;0;0;0;0;0"
"1399","chr21",46184447,46184847,401,"*",4.76809355630585,4.08706791755965,5.22886578460355,-1.17629243188369,0.00022737069473013,0.00303296266006085,"Promoter (<=1kb)",21,46161148,46184476,23329,2,"84221","ENST00000330205.10",0,"ENSG00000160284","SPATC1L","spermatogenesis and centriole associated 1 like","ENST00000356396.8;ENST00000491729.1;ENST00000397728.8;ENST00000419093.5;ENST00000457828.6;ENST00000474319.1;ENST00000330205.10;ENST00000291672.6","4047;4047;4047;4047;4047;4047;84221;84221","0;8640;0;9733;0;8523;0;0"
"5556","chr22",21952631,21953031,401,"*",4.04403812012057,3.45856374127275,4.45933149037214,-1.03333502344246,0.00804341834491097,0.0270260593003261,"Promoter (<=1kb)",22,21919425,21952848,33424,2,"9647","ENST00000263212.10",0,"ENSG00000100034","PPM1F","protein phosphatase, Mg2+/Mn2+ dependent 1F","ENST00000458178.2;ENST00000357179.10;ENST00000457270.5;ENST00000457179.5;ENST00000398793.6;ENST00000444502.5;ENST00000436282.1;ENST00000263212.10;ENST00000397495.8;ENST00000497072.1","100286925;8940;8940;8940;8940;8940;8940;9647;9647;9647","0;0;15709;0;0;0;14619;0;0;0"
"4948","chr10",104121293,104121693,401,"*",4.49046546612646,3.9487202582839,4.88339893892561,-0.969361691607539,0.00564846918970917,0.0213101337611755,"Promoter (<=1kb)",10,104122058,104123363,1306,1,"119392","ENST00000463224.5",-365,"ENSG00000156384","SFR1","SWI5 dependent homologous recombination repair protein 1","ENST00000463224.5;ENST00000369729.7;ENST00000369727.4","119392;119392;119392","0;0;0"
"293","chr3",28348840,28349240,401,"*",5.08788397171885,4.25025068411059,5.61439277357417,-1.39864998942185,7.95043929514682e-06,0.000505015149104989,"Promoter (<=1kb)",3,28349146,28435157,86012,1,"152098","ENST00000420223.5",0,"ENSG00000206559","ZCWPW2","zinc finger CW-type and PWWP domain containing 2","ENST00000383768.7;ENST00000420223.5;ENST00000635992.1;ENST00000479665.6;ENST00000295748.7;ENST00000463512.5;ENST00000334100.10;ENST00000420543.6;ENST00000457172.5;ENST00000414162.5;ENST00000415852.1","152098;152098;152098;64343;64343;64343;64343;64343;64343;64343;64343","0;0;0;-16;-50;0;-211;0;-21;0;-363"
"347","chr15",43777333,43777733,401,"*",4.8704084765177,3.99776261093201,5.41029254376825,-1.44607540994054,1.06642535251904e-05,0.000572284294778536,"Promoter (<=1kb)",15,43775565,43777315,1751,2,"80237","ENST00000433927.1",-18,"ENSG00000128886","ELL3","elongation factor for RNA polymerase II 3","ENST00000474290.1;ENST00000381359.5;ENST00000686314.1;ENST00000688851.1;ENST00000300289.10;ENST00000467869.5;ENST00000417761.2;ENST00000319359.8;ENST00000497465.1;ENST00000497530.5;ENST00000486851.5;ENST00000476335.1;ENST00000433927.1;ENST00000497700.1","10169;10169;2923;2923;2923;80237;80237;80237;80237;80237;80237;80237;80237;80237","0;0;0;0;0;-950;0;-367;-1828;-893;-367;-761;-18;-365"
"5853","chr16",29995608,29996008,401,"*",5.77554781770325,5.44348162390612,6.04530159211773,-0.639779770124679,0.00938752797712489,0.0299422860756289,"Promoter (<=1kb)",16,29995715,30005717,10003,1,"283899","ENST00000304516.11",0,"ENSG00000169592","INO80E","INO80 complex subunit E","ENST00000304516.11;ENST00000620599.4;ENST00000380503.7;ENST00000569957.5;ENST00000563197.6;ENST00000568043.5;ENST00000567254.5;ENST00000567065.5;ENST00000562441.5;ENST00000567705.5;ENST00000567987.5;ENST00000563040.5;ENST00000540562.1;ENST00000562291.2;ENST00000279392.8;ENST00000564026.1;ENST00000563053.1;ENST00000563680.1;ENST00000566471.1;ENST00000565996.1;ENST00000568880.2;ENST00000279394.7;ENST00000570844.1","283899;283899;283899;283899;283899;283899;283899;283899;283899;283899;283899;283899;283899;283899;8479;8479;8479;8479;8479;8479;8479;9344;9344","0;-202;-210;0;0;-236;-236;0;0;0;0;-244;0;0;0;0;0;-16;0;0;0;21327;5698"
"1722","chr4",102501914,102502314,401,"*",4.10825609251298,3.25007431206152,4.6426690024616,-1.42240681790753,0.000369305319185212,0.00400277239453502,"Promoter (<=1kb)",4,102501977,102567121,65145,1,"4790","ENST00000697797.1",0,"ENSG00000109320","NFKB1","nuclear factor kappa B subunit 1","ENST00000507079.6;ENST00000394820.8;ENST00000226574.9;ENST00000652619.1;ENST00000697793.1;ENST00000697794.1;ENST00000697795.1;ENST00000697796.1;ENST00000505458.5;ENST00000697797.1;ENST00000509165.2","4790;4790;4790;4790;4790;4790;4790;4790;4790;4790;4790","0;0;0;0;0;0;0;0;0;0;-1061"
"3462","chr2",201071735,201072135,401,"*",5.10013992073832,4.61970207929586,5.4599308684496,-0.876719441640434,0.00205634235409002,0.0110830321796044,"Promoter (<=1kb)",2,201072001,201085750,13750,1,"4709","ENST00000237889.9",0,"ENSG00000119013","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3","ENST00000418596.7;ENST00000681958.1;ENST00000286181.7;ENST00000498780.5;ENST00000452799.5;ENST00000453765.5;ENST00000446678.5;ENST00000474118.5;ENST00000485636.1;ENST00000450023.6;ENST00000237889.9;ENST00000433898.5;ENST00000684175.1;ENST00000682325.1;ENST00000454214.1;ENST00000684420.1","285172;285172;285172;285172;285172;285172;285172;285172;285172;4709;4709;4709;4709;4709;4709;4709","-66;-64;-70;-66;-90;-156;-82;-107;-64;0;0;0;0;0;0;0"
"9195","chr1",150487101,150487501,401,"*",4.91919508408227,4.61533852564873,5.17005480079717,-0.591897649737976,0.041852184629817,0.0849738582259005,"Promoter (<=1kb)",1,150487414,150507258,19845,1,"80222","ENST00000369054.6",0,"ENSG00000143374","TARS2","threonyl-tRNA synthetase 2, mitochondrial","ENST00000635784.1;ENST00000369054.6;ENST00000369064.8;ENST00000606933.5;ENST00000369053.3;ENST00000369051.7;ENST00000479372.1;ENST00000467982.6;ENST00000466989.1;ENST00000480070.5;ENST00000463555.1;ENST00000460794.1;ENST00000462578.1","102465529;80222;80222;80222;80222;80222;80222;80222;80222;80222;80222;80222;80222","-4844;0;0;0;0;0;0;-369;-490;-3957;-4088;-4489;-4684"
"302","chr22",42614939,42615339,401,"*",5.0447884972549,4.24770472092239,5.55523264907862,-1.34215300604059,8.60033895499816e-06,0.000524724075422254,"Promoter (<=1kb)",22,42615244,42615393,150,1,"267010","ENST00000362512.1",0,"ENSG00000276027","RNU12","RNA, U12 small nuclear","ENST00000693367.1;ENST00000352397.10;ENST00000361740.9;ENST00000688117.1;ENST00000684963.1;ENST00000689001.1;ENST00000687198.1;ENST00000407332.6;ENST00000686523.1;ENST00000689795.1;ENST00000693363.1;ENST00000692152.1;ENST00000685184.1;ENST00000687183.1;ENST00000691295.1;ENST00000407623.8;ENST00000402438.6;ENST00000470741.1;ENST00000690835.1;ENST00000689195.1;ENST00000688244.1;ENST00000690993.1;ENST00000689239.1;ENST00000692344.1;ENST00000362512.1;ENST00000602478.1;ENST00000445215.5;ENST00000252115.10;ENST00000348657.6;ENST00000451060.6;ENST00000617178.5;ENST00000339677.10;ENST00000454057.1;ENST00000463133.1","1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;1727;267010;267010;84271;84271;84271;84271;84271;84271;84271;84271","33983;34053;34053;29295;14552;31340;31731;33996;34002;34008;34023;0;8774;34037;34027;31638;31633;18009;34013;34023;34045;34053;34013;34000;0;0;-70;-56;-8;0;0;-82;-79;-62"
"184","chr8",33513247,33513647,401,"*",5.229371140952,4.4283478695699,5.74140385229144,-1.34818894760895,3.39014138273329e-06,0.000341451956082635,"Promoter (<=1kb)",8,33513475,33513578,104,1,"692084","ENST00000459299.1",0,"ENSG00000239039","SNORD13","small nucleolar RNA, C/D box 13","ENST00000459299.1;ENST00000519356.1;ENST00000613904.1;ENST00000431156.7;ENST00000360742.9;ENST00000520636.5;ENST00000523305.1","692084;80185;80185;80185;80185;80185;80185","0;0;-62;-112;-138;-535;-128"
"7198","chr1",23368525,23368925,401,"*",4.23069687430794,3.75898040680327,4.58559340835373,-0.861025170398255,0.0177657519748364,0.0460760627521857,"Promoter (<=1kb)",1,23368939,23371789,2851,1,"148898","ENST00000437367.5",-14,"ENSG00000249087","ZNF436-AS1","ZNF436 antisense RNA 1","ENST00000437367.5;ENST00000703051.1;ENST00000454117.2;ENST00000689840.1;ENST00000690463.2;ENST00000671509.2;ENST00000458053.4;ENST00000703050.1;ENST00000518600.3;ENST00000335648.3;ENST00000518821.1;ENST00000364535.1;ENST00000314011.9;ENST00000374608.3","148898;148898;148898;148898;148898;148898;148898;148898;148898;148898;148898;148898;80818;80818","-14;-23;-24;-38;-39;-64;-72;-268;-298;-311;-313;-1329;0;0"
"4181","chr10",25933714,25934114,401,"*",3.52386324165248,2.70159515106237,4.04435878377874,-1.36861346136749,0.00342948668889172,0.0153064234890065,"Promoter (<=1kb)",10,25924448,25933710,9263,2,"101929073","ENST00000452911.1",-4,"ENSG00000226304","LOC101929073","uncharacterized LOC101929073","ENST00000452911.1;ENST00000642197.1;ENST00000642920.2;ENST00000376302.5;ENST00000543632.5;ENST00000647478.1","101929073;53904;53904;53904;53904;53904","-4;-115;-115;-160;-1674;-1674"
"1042","chr6",139134783,139135183,401,"*",4.70123555360228,3.95593071457157,5.19022163928299,-1.26808692688392,0.00010757799490387,0.00192619276589624,"Promoter (<=1kb)",6,139135080,139180802,45723,1,"51696","ENST00000367658.3",0,"ENSG00000112406","HECA","hdc homolog, cell cycle regulator","ENST00000367658.3","51696","0"
"13","chr6",26204307,26204707,401,"*",5.0769701905805,3.95326115820804,5.70091898053424,-1.78033077040442,1.97279833425898e-08,2.83400068402204e-05,"Promoter (<=1kb)",6,26204610,26205021,412,1,"8367","ENST00000615164.3",0,"ENSG00000276966","H4C5","H4 clustered histone 5","ENST00000356530.6;ENST00000615164.3","8343;8367","4791;0"
"1436","chr4",83034698,83035098,401,"*",5.04539813190138,4.42582011858788,5.47743683157839,-1.08726636846281,0.000241042136718945,0.00313254133836207,"Promoter (<=1kb)",4,83035171,83049515,14345,1,"51138","ENST00000511891.5",-73,"ENSG00000138663","COPS4","COP9 signalosome subunit 4","ENST00000509093.5;ENST00000511891.5;ENST00000509317.5;ENST00000510801.5;ENST00000264389.7;ENST00000506443.5;ENST00000507376.1;ENST00000503682.5;ENST00000511653.1;ENST00000511708.1","51138;51138;51138;51138;51138;51138;51138;51138;51138;51138","0;-73;-75;-76;-85;-101;-103;-109;-127;-332"
"1067","chr12",55817486,55817886,401,"*",3.93190364096168,2.90898874113543,4.52442426771354,-1.64180017816118,0.000114906555354743,0.00200740812237628,"Promoter (<=1kb)",12,55752463,55817724,65262,2,"84324","ENST00000546604.5",0,"ENSG00000205323","SARNP","SAP domain containing ribonucleoprotein","ENST00000552672.5;ENST00000243045.10;ENST00000550836.1;ENST00000548974.1;ENST00000546645.1;ENST00000546604.5;ENST00000552884.5;ENST00000336133.8;ENST00000552080.1;ENST00000552207.1;ENST00000546837.5;ENST00000550124.5;ENST00000546813.5;ENST00000548593.5;ENST00000552719.1;ENST00000357606.7;ENST00000678005.2;ENST00000546957.2;ENST00000547445.2;ENST00000317287.5","29095;29095;29095;29095;29095;84324;84324;84324;84324;84324;85406;85406;85406;85406;85406;85406;85406;85406;85406;85406","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
"1821","chr17",81911005,81911405,401,"*",4.00198895480666,3.09167509786665,4.55577278896893,-1.4925278881132,0.000421948492276747,0.00432485625316589,"Promoter (<=1kb)",17,81900958,81911399,10442,2,"5833","ENST00000538936.7",0,"ENSG00000185813","PCYT2","phosphate cytidylyltransferase 2, ethanolamine","ENST00000574992.5;ENST00000572976.5;ENST00000571832.5;ENST00000328666.11;ENST00000536038.5;ENST00000574153.1;ENST00000576156.1;ENST00000571233.1;ENST00000572902.5;ENST00000572350.5;ENST00000577065.5;ENST00000574495.6;ENST00000573367.5;ENST00000571915.5;ENST00000575360.5;ENST00000575244.1;ENST00000570367.5;ENST00000572671.1;ENST00000538936.7;ENST00000331285.7;ENST00000538721.6;ENST00000571105.5;ENST00000570391.5;ENST00000572995.5;ENST00000570388.5;ENST00000572924.2;ENST00000576343.5;ENST00000571944.1;ENST00000573636.6;ENST00000574155.1;ENST00000573401.6;ENST00000571581.5;ENST00000573927.5;ENST00000572473.1;ENST00000572157.1","51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;51547;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833;5833","5047;5748;6747;6771;6771;2845;3286;3321;9918;6409;6375;6757;6727;4566;6731;4521;6747;6727;0;0;0;0;0;-3211;0;-4828;0;-4757;0;-4176;0;0;0;0;0"
"1707","chr2",202375063,202375463,401,"*",4.52382451355275,3.80670041214938,5.00066359124872,-1.22731522524279,0.00036324165619938,0.00396919731467254,"Promoter (<=1kb)",2,202376327,202567749,191423,1,"659","ENST00000374580.10",-864,"ENSG00000204217","BMPR2","bone morphogenetic protein receptor type 2","ENST00000374580.10;ENST00000374574.2","659;659","0;-1971"
"3159","chr17",82003693,82004093,401,"*",3.95612135734052,3.17258021617748,4.46105785404446,-1.31821783376856,0.00158925340295234,0.00939218585447309,"Promoter (<=1kb)",17,82004345,82017404,13060,1,"79058","ENST00000577733.5",-252,"ENSG00000169696","ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing","ENST00000306729.11;ENST00000306739.9;ENST00000580534.5;ENST00000583503.5;ENST00000584454.5;ENST00000582355.6;ENST00000577733.5;ENST00000578236.5;ENST00000581608.5","79058;79058;79058;79058;79058;79058;79058;79058;79058","0;0;0;0;0;0;-252;-2549;-3342"
"1510","chr19",46784742,46785142,401,"*",4.5840191662049,3.85601992657358,5.06558614515682,-1.24307196732929,0.000277183781291471,0.00342581543058783,"Promoter (<=1kb)",19,46774885,46784824,9940,2,"6510","ENST00000434726.6",0,"ENSG00000105281","SLC1A5","solute carrier family 1 member 5","ENST00000542575.6;ENST00000434726.6;ENST00000594991.5;ENST00000412532.6;ENST00000593713.1;ENST00000598022.1","6510;6510;6510;6510;6510;6510","0;0;0;0;0;0"
"4092","chr1",100249575,100249975,401,"*",4.58382650690439,4.04172949005375,4.97694399756827,-0.970154267280524,0.00319638321819673,0.0145804730336648,"Promoter (<=1kb)",1,100186919,100249834,62916,2,"1629","ENST00000370132.8",0,"ENSG00000137992","DBT","dihydrolipoamide branched chain transacylase E2","ENST00000650038.1;ENST00000370132.8;ENST00000681617.1;ENST00000681780.1;ENST00000370131.3","100506007;1629;1629;1629;1629","16204;0;0;0;0"
"1296","chr4",102827490,102827890,401,"*",5.47670101187324,4.9329719577513,5.87067126577632,-0.97454596317945,0.00018567704957749,0.00267349182795653,"Promoter (<=1kb)",4,102827611,102844099,16489,1,"105377348","ENST00000501133.3",0,NA,"UBE2D3-AS1","UBE2D3 antisense RNA 1","ENST00000501133.3;ENST00000686558.2;ENST00000453744.7;ENST00000394804.6;ENST00000394801.8;ENST00000394803.9;ENST00000343106.9;ENST00000503742.5;ENST00000321805.11;ENST00000350435.11;ENST00000338145.7;ENST00000349311.12;ENST00000504211.5;ENST00000357194.10;ENST00000505207.5;ENST00000507845.5;ENST00000502404.5;ENST00000508635.5;ENST00000505307.5;ENST00000510129.5;ENST00000508476.5;ENST00000502563.5;ENST00000508238.5;ENST00000514755.5;ENST00000508974.5;ENST00000502690.5;ENST00000508818.5;ENST00000503418.5;ENST00000508249.1;ENST00000513098.5;ENST00000503282.1","105377348;105377348;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323;7323","0;-396;0;0;0;0;0;0;0;0;0;0;-1948;0;0;0;0;-1950;0;0;0;0;0;0;0;0;0;0;0;0;0"
